username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Dena Laurie,9.06724E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/PBx5hs0Yjn,0,None,174,1143,-0.65,0.95
Cuban Eagle,7.45398E+17,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2579,None,20,24,-0.3,0.55
Da\/id Hallett CEO âˆ´,395309149,1/25/18 18:23,"@SWAM10056 Again, I agree, but don't you think Trump is a different flavour of provocation? Putin and the politics... https://t.co/yGs1gHtsbA",0,None,8976,324,0,0.6
Free Spirited One,395903204,1/25/18 18:23,"RT @ItsAngryBob: Congress Zeroes In On 'Secret Society' of FBI, DOJ Prosecutors, Federal Judges, &amp; D.C. Elite ""Trying to Take Down Trump"" h...",40,None,73,174,-0.277777778,0.494444444
zaklina jakimovski âœŒ,1833605054,1/25/18 18:23,"RT @NBCNews: President Trump tells @CNBC: ""I would do TPP if we were able to make a substantially better deal"" https://t.co/dSc5zaA3QJ",22,None,607,482,0.5,0.5625
Yana_Zybin #TheResistance,9.15514E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/AzcsE7qHUv,0,None,143,633,-0.65,0.95
Juliette,12912542,1/25/18 18:23,RT @agreaterland: Lets get munchkin trending guys to show our distain at @SkyNews and @KayBurley who f### does she think she is treating ou...,2,None,27478,24134,0,0
Hitman,3491943389,1/25/18 18:23,"RT @jaxon_wolfe: Back to the FutureBut this time Marty travels back to 1945 and convinces Trump's mom to use an impenetrable diaphragm na...",265,None,80,982,0,0.041666667
D2Summit,3293002253,1/25/18 18:23,"RT @realjorgemendoz: @JudgeJeanine John Kerry has more integrity than Donald Trump and his entire cabinet.Oh, and did I mention he made i...",1,None,69,442,0.25,0.5625
P Powell,306908440,1/25/18 18:23,"RT @krassenstein: Sarah Huckabee Sanders: I doubt ""any person in America"" cares about Trump asking FBI chief who he voted for. I do!!!R...",20373,None,570,2134,0,0
#ReleaseTheMemo,26493904,1/25/18 18:23,"RT @drawandstrike: @Comey The entire Mueller probe was launched under false pretenses, on the basis of false narratives fed to willing medi...",511,None,2349,2781,-0.1375,0.64375
David Kisamfu,10409622,1/25/18 18:23,Trump set for Davos 'victory lap' in shadow of Russia probe https://t.co/U7wZjYlsnh,0,None,1152,388,0,0
Linda Kaye,7.5906E+17,1/25/18 18:23,RT @WhiteHouse: Davos draws some of the world's most powerful politicians and business leaders. President Trump is attending because he wan...,588,None,354,319,0.2,0.55
Dawn,73264372,1/25/18 18:23,@NOW1SOLAR Trump is moving us backwards.,0,None,600,236,0,0
PEARL,22616123,1/25/18 18:23,RT @NBCNews: A prominent group of mayors called off a scheduled White House meeting with President Trump after the administration again thr...,319,None,105,40,0.25,0.5
Jerry Cleburn,309059788,1/25/18 18:23,"RT @JackPosobiec: At the State of the Union, Trump should walk up and say, ""I had a big speech all planned but instead I've decided to read...",6872,None,23,102,0,0.1
RemainRobin,24164213,1/25/18 18:23,"RT @wotclaire: She's invited the President to the UK, has she? There's going to be one heck of an unwelcome party. #trump #notwelcome",39,trump,365,903,0,0
Celery Caraway,1257719485,1/25/18 18:23,RT @Socratic1: They really are greedy aren't they?  More importantly they have no ethics about creating an aristocracy of suppression of th...,1,None,1230,1447,0.366666667,0.566666667
David Riley,17472321,1/25/18 18:23,@chrishaynie1 @realDonaldTrump Yes the economy is booming and has been for years!  Obama's first year in office had... https://t.co/W116SSlAMO,0,None,240,465,0.25,0.333333333
Tom Evans,306143951,1/25/18 18:23,"RT @TRobinsonNewEra: President Trump just now, speaking on military cooperation to Theresa May and the British people:""There is nothing t...",370,None,25,120,-0.05,0.05
Gail McKinney,2376492961,1/25/18 18:23,"RT @ehananoki: Makes at least two GOP Senate candidates who have given interviews to American Free Press, a Holocaust-denying publication....",55,None,968,1219,0.033333333,0.4
Cassie Hill,2726499822,1/25/18 18:23,RT @MalcolmNance: Today confirms my estimate that by the end of March Mueller may  take cataclysmic acts in #TrumpRussia investigation. By...,3213,TrumpRussia,754,360,0,0
Susan _ŸŒ_,6.96152E+17,1/25/18 18:23,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2807,None,856,873,0.266666667,0.394444444
M Gookin,3201614704,1/25/18 18:23,"RT @kimleonard: @gdebenedetti If beating trump is the most important thing we can do, then he should join the democrats in finding a younge...",4,None,28,78,0.45,0.75
Linda Towson,7.05547E+17,1/25/18 18:23,"RT @vannsmole: This is why .@realDonaldTrump tweets. FBI deleted 5 months, thousands of texts messages between agents all in a continued...",790,None,780,1571,0,0
Violet King,9.41047E+17,1/25/18 18:23,RT @EdKrassen: BREAKING: The @NYTimes suggests that Special Counsel Robert Mueller already has evidence of a Trump 'conspiracy to mislead f...,578,None,30,89,0.357142857,0.571428571
EightWordPoems,8.03343E+17,1/25/18 18:23,@Nigel_Farage But how many times have you met your good buddy Donald Trump in the last 12 months? It looks like he'... https://t.co/EE3eQwgO3c,0,None,61,73,0.4,0.388888889
Cla,22794922,1/25/18 18:23,"RT @davis1988will: ""President Trump is advocating for American interests at Davos, not cozying up to global elites. That was the Obama game...",395,None,10780,11839,-0.133333333,0.133333333
2018 exit world order..for our children.childrens,9.5616E+17,1/25/18 18:23,"RT @NBCPolitics: Trump to CNBC in Davos: ""Somebody asked me the other day would I do TPP?...I would do TPP if we made a much better deal th...",6,None,12,153,0.1875,0.4375
DeplorableKAT,8.96848E+17,1/25/18 18:23,"RT @JackPosobiec: At the State of the Union, Trump should walk up and say, ""I had a big speech all planned but instead I've decided to read...",6872,None,841,942,0,0.1
Viral Media,9.49249E+17,1/25/18 18:23,President Trump Dangles Hope for Dreamers. Will He Deliver? https://t.co/oZCJnPzX0V https://t.co/CqEPJlUMBT,0,None,24,431,0,0
Cold Brew,7.36299E+17,1/25/18 18:23,"RT @peterdaou: Let me illustrate how craven the GOP is:When Trump was a TV personality, would Republican officials have dreamed of smeari...",1198,None,446,955,0,0
Brooke Storm,9.04189E+17,1/25/18 18:23,"RT @clivebushjd: Former Secretary of State John Kerry reportedly tried to meddle in Middle East peace talks, allegedly telling a close asso...",213,None,41,76,-0.033333333,0.033333333
Rycky Ricardo,46675144,1/25/18 18:23,"RT @clivebushjd: Former Secretary of State John Kerry reportedly tried to meddle in Middle East peace talks, allegedly telling a close asso...",213,None,212,866,-0.033333333,0.033333333
Alessandro_Ÿ___Ÿè»,2282412140,1/25/18 18:23,"RT @krassenstein: 2 students have been killed, 19 injured at Marshall County High School in Kentucky.  It has been 6 Hours since this tra...",37799,None,388,476,-0.02,0.27
Quancy Clayborne,73537202,1/25/18 18:23,"This should be an area we (The US) should be leading the world.  But thanks to Trump and the GOP, we are going in t... https://t.co/TFmQRy1n6Y",0,None,1330,2498,0.2,0.2
dizzyproseccopam_Ÿ”±,20685158,1/25/18 18:23,"RT @TrumpsDC: This is treason and John Kerry should be in prison!!I've had about ENOUGH of these butthurt liberals meddling in thing they...",220,None,17154,16468,0,0.5
shotguy,9.3709E+17,1/25/18 18:23,"RT @FMoniteau: After pocketing a $5 billion tax cut from Trump, Pfizer just KILLED ALL of its Alzheimer's and Parkinson's research.They di...",7106,None,31,58,-0.2,0
Deplorable Lori,4653073094,1/25/18 18:23,RT @GaryDeSantis: Growing Calls for President Trump to Read Explosive FISA Memo During State of Union Address. NO ONE could stop him &amp; the...,38,None,3490,4986,0,0
"Book,Travel&FreedomLover",623988091,1/25/18 18:23,"RT @danpfeiffer: If Trump and media claim that every raise and bonus is evidence of the success of the tax law, then every layoff must also...",2034,None,92,93,0.3,0
CherishedSolace RealeaseTheMemo,13960902,1/25/18 18:23,"RT @NWOinPanicMode: Trump has pure disdain for the liberal elites at Davos.He's going there to make deals in OUR best interest and as liv...",29,None,5780,5218,0.607142857,0.4
WE the motherfucken PEOPLE,9.50544E+17,1/25/18 18:23,"RT @ForeverLogical: @realDonaldTrump I'm just going to let this video speak for itself.Justin Trudeau compared to Donald Trump.#stableg...",125,None,21,76,0,0
keiko mizuno,71180408,1/25/18 18:23,RT @atensnut: THIS  IS TREASON BY JOHN KERRY  Sedition in London: Kerry Tells Abbas Confidant Trump Is Going to Be Removed https://t.co/3kd...,1578,None,202,247,0,0
Brenda Natamy,9.02119E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/iOPGVnq2nh,0,None,135,897,-0.65,0.95
Sally Fresher,9.01295E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/SnPaDu7bye,0,None,170,759,-0.65,0.95
Lady,2312175253,1/25/18 18:23,"RT @FoxNews: .@POTUS: ""When [the Palestinians] disrespected us a week ago by not allowing our great @VP to see them, and we give them hundr...",1517,None,4142,4099,0.8,0.75
JimmyG,8.12497E+17,1/25/18 18:23,"RT @ChooseToBFree: BREAKINGDOJ recovers missing text messages between anti-Trump FBI agents Strzok and Page#SecretSociety #DeepState#H...",7,SecretSociety,1325,690,-0.2,0.05
Alex is doing taxes,14818888,1/25/18 18:23,"RT @KevinMKruse: Is CNN going to let a leader of the Women's March offer a live rebuttal to Trump's State of the Union, or is that somethin...",206,None,690,942,0.136363636,0.5
llovlyldy,51147113,1/25/18 18:23,"RT @SethAbramson: Republicans are now rolling out an ""If it wasn't part of the original allegation, it's not a crime"" Trump defense, which...",1388,None,158,469,0.375,0.75
Donna B,2690717251,1/25/18 18:23,"RT @MichaelDelauzon: PRESIDENT TRUMP'S SCHEDULEFor Thursday, 25 January 2018. https://t.co/jFpNl4CUmZ",9,None,930,274,0,0
Patricia Oâ€™Brien,950629218,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2579,None,4131,4398,-0.3,0.55
KarlTheFrog,8.47829E+17,1/25/18 18:23,"RT @Telegraph: Donald Trump accuses Palestine of 'disrespecting' the US in blow to peace talks https://t.co/0chhE1FwJf",4,None,161,69,0,0
The Independent Press,4928688581,1/25/18 18:23,"Trump, in Davos, Seeks to Mend Strained Ties with Britain - New York Times https://t.co/dq8X9ft89l",0,None,88,8,0.136363636,0.454545455
A.D.,7.83195E+17,1/25/18 18:23,@RedHotSquirrel Well said.  Many of us have made our opinions known concerning May.  Thank goodness President Trump... https://t.co/OQLYhDK5kl,0,None,1429,153,0.5,0.5
Diana Head,7.04525E+17,1/25/18 18:23,Pastor: Senior Republican Told Me of Plan to 'Take Out' Trump https://t.co/vRJ9RCKNG2 via @realalexjones,0,None,155,460,0,0
Juan _Ÿ_´_Ÿè__Ÿ§ù_Ÿè_â€çâ™‚ï¸è,3097948592,1/25/18 18:23,"RT @ProudResister: When Hillary Clinton was being investigated, Trump and the GOP were praising the FBI. Flash forward to today and Trump a...",4646,None,904,724,0,0
Cindy,3784931301,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2579,None,221,176,-0.3,0.55
Isa Magill,8.07102E+17,1/25/18 18:23,"RT @hotfunkytown: WTF?? John Kerry tells Palestinian Authority Mahmoud Abba: 'STAY STRONG AND DO NOT GIVE IN TO TRUMP'Palestinians don't...",1933,None,397,47,-0.033333333,0.866666667
Taxed Enough Already,106331966,1/25/18 18:23,RT @secupp: Anyone else think it's a big deal that a former Sec. of State just told an aide of a current head of state that our current hea...,24,None,2345,2395,-0.02,0.3
Cindy Russell Daniel,37800781,1/25/18 18:23,"@FoxNews @POTUS @VP Thank you, President Trump!  Why r we giving them any money? What r they doing for us?  All the... https://t.co/2Yz0hONQhr",0,None,1834,749,0,0
Lucy Bruin,9.05769E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/VNohYAcsdy,0,None,129,1225,-0.65,0.95
Nelson _Ÿ‡__Ÿ‡ª,458046205,1/25/18 18:23,RT @thehill: Top US corporation to use savings from Trump tax cuts to pay for layoffs https://t.co/oUXkoilBGA https://t.co/z8QJCiveK0,31,None,2807,1891,0.5,0.5
Kate Wilson,9.03499E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/CpfNAmA3dw,0,None,223,965,-0.65,0.95
Marika Gerrard,39081784,1/25/18 18:23,RT @TPM: Grassley to release transcript of interview with Donald Trump Jr. https://t.co/t1lLCQDqTV https://t.co/R1xIIbN95e,17,None,152,184,0,0
Laurence Noyes,529959846,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2579,None,80,58,-0.3,0.55
peggyodom,8.11657E+17,1/25/18 18:23,"RT @JillDLawrence: .@SenWarren: Trump team isn't negotiating a good #NAFTA deal for workers. So far, corporations are still winning in the...",30,NAFTA,100,137,0.433333333,0.783333333
LIBRA,595391425,1/25/18 18:23,"Trump voters can watch the XFL , they like shitty products anyways. Vince McMahon",0,None,199,0,0,0
"Theodoric, Moderate Feudalist",9.09997E+17,1/25/18 18:23,"RT @davereaboi: For the last year, the Smart Set has taken seriously and promoted the idea that Trump worked with a foreign enemy to win an...",24,None,83,140,0.111190476,0.380238095
Jane Smith,1391192431,1/25/18 18:23,"RT @TruthinGov2016: George Soros, Filled With Hate, Spent Record Amount ""Lobbying"" (aka ""creating death and mahem"") During Trump's First Ye...",18,None,3226,4998,-0.0625,0.558333333
Jiri Kurto,862196467,1/25/18 18:23,"@Education4Libs I'm not a Trump supporter at all, but I am anti-SOCJUS and I've lost many acquaintances and friends... https://t.co/p5eRbsHPTB",0,None,15,138,0.5,0.5
DianaK,1053172788,1/25/18 18:23,"RT @funder: .@ChuckGrassley-Hurry up &amp; release the Donald Trump, Jr. testimony. It doesn't take days to redact something that small. We kno...",37,None,271,363,-0.25,0.4
"Zoe ""Diversity"" Washburne_Ÿ’¥_Ÿ––âù„_Ÿ”¥",2887026221,1/25/18 18:23,"RT @DanaScottLO: Trump Tower participants' transcripts to be released!Side note: in blaming @SenFeinstein for ""spooking"" Jared Kushner ou...",76,None,15596,14699,0,0
_Ÿ‡ª_Ÿ‡º M Lukhman _Ÿ‡¬_Ÿ‡§ #FBPE #NHSlove,269874423,1/25/18 18:23,RT @BarryHeaven: Just the suggestion of protests at Trump stops him coming here. That was an easy success! https://t.co/VRNbuHLb5Q,7,None,466,636,0.404166667,0.416666667
Sarah McCullin,9.05217E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/YZGxeX4NDc,0,None,172,822,-0.65,0.95
W. D. Parks,8.2167E+17,1/25/18 18:23,"RT @OscarWildeGrey: Dumbledore's Army (a Obama/Clinton loyalist faction within the DOJ/FBI,  see 7th floor Lnagley) took it upon themselves...",5,None,495,418,0,0
kim jong un's butt #ReleaseTheMemo,3304512693,1/25/18 18:23,"RT @HonestReporting: Palestinians complain that Trump cutting funding to UNRWA. Say it will ""starve Palestinian children."" Then they buy a...",838,None,198,525,-0.6,0.9
J*,1494378944,1/25/18 18:23,"RT @krassenstein: 2 students have been killed, 19 injured at Marshall County High School in Kentucky.  It has been 6 Hours since this tra...",37799,None,388,297,-0.02,0.27
Cliff Topham,607039851,1/25/18 18:23,BREAKING: Trump Just Announced Massive 'America First' Infrastructure Plan https://t.co/27ECOrPYiV via @truthfeednews,0,None,1657,389,0.125,0.666666667
alice _Ÿ¥€,1500266581,1/25/18 18:23,"RT @CBCAlerts: BREAKING: Doomsday Clock signalling how close Earth is to destruction has been set at two minutes to midnight, the most dire...",2537,None,247,388,0.5,0.5
AlwaysTrump,32419544,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2579,None,2637,3634,-0.3,0.55
John Dunn,147335943,1/25/18 18:23,"RT @BillKristol: The problem isn't merely the normalization of Trump. It's the normalization of reckless demagoguery, of angry paranoia, of...",4021,None,242,751,-0.5,0.75
Reeve Lambert,2738665634,1/25/18 18:23,"RT @pourmecoffee: Let's check in on Trump at Davos, oh wow, he was right. https://t.co/ZJn4l9hpHf",56,None,91,618,0.192857143,0.767857143
Mary Ramirez _ŸŒ»,47491845,1/25/18 18:23,RT @RightWingWatch: Right-wing preacher Lance Wallnau says Trump was exercising his spiritual authority to cast out demons when he booted C...,8,None,2127,1716,0,0.133333333
TinStL.,23318600,1/25/18 18:23,"RT @ZaibatsuNews: Tony Perkins Says Faith Leaders Will Ignore Stormy Daniels Affair If Trump Remains 'The Most Pro-Life, Pro-Family Preside...",2,None,875,2010,0.5,0.5
Suzane Jelopez,8.98749E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/H8rSxZXcZg,0,None,175,908,-0.65,0.95
BARNETTSrun,551756307,1/25/18 18:23,RT @MrRogerQuimbly: Live feed from the Piers Morgan/Donald Trump interview https://t.co/geO0YtJurk,754,None,841,2936,0.136363636,0.5
Celeste Wilson,336007422,1/25/18 18:23,"RT @Hoosiers1986: #ThursdayThoughtsThe corruption of Obama &amp; today's Democratic Party is a national embarrassment!John Kerry is the lat...",1013,ThursdayThoughts,292,361,0,0
Scordia-S Homes,4067873177,1/25/18 18:23,Trump Immigration Plan Will Demand Tough Concessions From Democrats https://t.co/utiHb2hNSp,0,None,14,58,-0.388888889,0.833333333
Jackie Yarlott,8.2829E+17,1/25/18 18:23,"RT @tictoc: Despite his opposing views from the globetrotting free-trade elite, Trump is finding himself partly among friends and business...",2,None,449,288,0,0
rothschildish88,9.50521E+17,1/25/18 18:23,@smc429 @alibinm_van @KamalaHarris Female wages have gone up under trump! For the first time in 17 years.,0,None,16,114,0.125,0.25
Cazy Mo,792648415,1/25/18 18:23,"@LynnePatton You're a nonsensical LIAR. Trump, with his egotistical asininity, has no loyalty to this great nation.... https://t.co/45WKNy4J7V",0,None,186,258,0.8,0.75
Shirley Little,81160041,1/25/18 18:23,@ananavarro And what about johnson and Benghazi gowdy? They act like little boys playing a game. They are not only... https://t.co/v3mXXI29pY,0,None,1017,2430,-0.195833333,0.633333333
Science-based stable genius,8.93663E+17,1/25/18 18:23,"@RepTomGarrett @MorningBriefing @SIRIUSXM You know Mueller is going to accuse Trump, so you're trying to sow distru... https://t.co/iRZbvXvHQo",0,None,25,156,0,0
__KING,2653030776,1/25/18 18:23,RT @liddokayla: You look like Donald Trump  https://t.co/Me2GjrLHAA,11331,None,133,113,0,0
Nancy Kay,9.14277E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/MEElwhLt1h,0,None,92,896,-0.65,0.95
Deb Oconnel,7.14174E+17,1/25/18 18:23,"RT @RealJack: Massive corruption at the highest levels in the FBI &amp; Obama DOJ. But the media is still busy running the fake Trump Russia...",968,None,66,115,-0.133333333,0.766666667
kurtz433,16260743,1/25/18 18:23,"RT @jeremyherb: Senate Judiciary Chairman Grassley plans to release Donald Trump Jr. transcript, w/ @mkraju https://t.co/PT4JITCwO1",263,None,156,117,0,0
Richard Wierengo,274318452,1/25/18 18:23,"RT @NOW1SOLAR: The solar industry employs the kind of ""forgotten"" Americans whom Trump champions: small contractors who employ blue-collar...",3032,None,402,222,0.175,0.65
Sabrina K,7.36665E+17,1/25/18 18:23,"RT @charliekirk11: Hey #WomensMarch2018 protestors Are you going to mention that President Trump has the first woman press secretary in o...",10188,WomensMarch2018,2438,209,0.25,0.333333333
TravelingLibrarian,848413514,1/25/18 18:23,"RT @MimsyYamaguchi: She deleted this tweet but this the quality of the Trump Administration. Bullying, name calling, immature, and unqualif...",55,None,1394,4854,0,0
Sasha #Resister,9.15127E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/OWs2woFvPh,0,None,144,641,-0.65,0.95
Caterine Drei,8.98758E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/65Vs4fb2Kh,0,None,182,853,-0.65,0.95
Scordia-S Homes,4067873177,1/25/18 18:23,"A Beginner's Travel Guide to Haiti, El Salvador and Africa https://t.co/uEHLKTLO7P",0,None,14,58,0,0
fred huigen,399604855,1/25/18 18:23,"RT @CdLutetia: According to Kerry, Trump will not remain in office for a long time. It was reported that Kerry said that within a year ther...",10,None,203,144,-0.05,0.4
catpiasente_Ÿ‘ âù_ï¸è_Ÿ‡º_Ÿ‡¸,476488934,1/25/18 18:23,RT @DebunkTheNews: Trump needs to request a public live sit down with #Mueller and #ReleaseTheMemo in front of him and include how he handl...,3,Mueller,2550,1759,-0.006397306,0.285185185
Lonnie Benning,596071565,1/25/18 18:23,RT @funder: Here's a photo I uncovered of Trump in January of 2010 welcoming Dr. Mikhail Piotrovsky to Mar-a-Lago for a breakfast event Tru...,3210,None,85,192,0,0
bKh,22639063,1/25/18 18:23,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2807,None,88,1237,0.266666667,0.394444444
Marilyn. Pender,7.40969E+17,1/25/18 18:23,"@funder I agree.trump should be put down ,or TRUMP  RESIGH,",0,None,5,91,-0.155555556,0.288888889
chris johnson,501440314,1/25/18 18:23,"RT @JohnLeguizamo: My People -Moments ago, Democrat Austin Davis WON his special election for Pennsylvania's 35th House seat! Go blue! Nati...",6217,None,233,2057,0.223214286,0.335714286
Curtis,19894935,1/25/18 18:23,Trump set for Davos 'victory lap' in shadow of Russia probe https://t.co/uJtr1rYEms Via @CNN[?]#CNN #News #World #Media #USA,0,CNN,4824,4724,0,0
nÃ©maf,3266582173,1/25/18 18:23,Trump threatens to pull aid to Palestinians if they don't pursue peace https://t.co/yFwFjnV498 https://t.co/t1gofkN1CE,0,None,4323,4236,0,0
scottMontgomery,14931166,1/25/18 18:23,RT @Bella_ofA: These 6 Women Had No Plans To Run For Office. Then Trump Came Along. - HuffPost https://t.co/nAUEnCZYsB,6,None,3137,1865,0,0
Andrienne Hubbard,490764827,1/25/18 18:23,"RT @nowthisnews: President Trump has cost the U.S. tourism industry $4.6 billion and 40,000 jobs https://t.co/plIH2A2N37",295,None,3537,4679,0,0
Crazycracker,3436127559,1/25/18 18:23,"RT @Maximus_4EVR: News: Failed commentator Bill Kristol criticizes #Trump. Max's take: Who cares?News: #DoomsdayClock is close to midnigh...",25,Trump,1072,991,-0.5,0.3
Ventecel,1268467344,1/25/18 18:23,"Trump, in Davos, Seeks to Mend Strained Ties with Britain - New York Times https://t.co/XX6qSS2IM9 https://t.co/dQ6Vxb1JOH",0,None,451,183,0.136363636,0.454545455
Rob Heilbron,461001932,1/25/18 18:23,RT @Daily_Express: What is Melania Trump doing while Donald is in Davos? First Lady visits here https://t.co/mzpYUVtEzi https://t.co/JdUQP3...,2,None,1239,1080,0.25,0.333333333
Muritala yusuf. O,1677425180,1/25/18 18:23,RT @cjwerleman: @omarsuleiman504 (COMING): I'll be speaking with @omarsuleiman504 about how he traverses Trump's America as a proud America...,3,None,888,2096,0.8,1
Sheila Kelly _Ÿè_ï¸èâ€ç_ŸŒˆ,27367284,1/25/18 18:23,"RT @krassenstein: Sarah Huckabee Sanders: I doubt ""any person in America"" cares about Trump asking FBI chief who he voted for. I do!!!R...",20373,None,813,759,0,0
Ram Ramgopal,16299754,1/25/18 18:23,"RT @jimsciutto: So: 1- GOP Senator says ""secret society"" text was a joke2- GOP-led DOJ says it is ""unaware"" of any FISA wrongdoing3- Miss...",123,None,35743,12326,-0.2,0.6
Ane Rulston,9.07188E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/xrhbDmw5ZQ,0,None,180,1429,-0.65,0.95
David Ohler,8.22796E+17,1/25/18 18:23,@dbongino We hard working American taxpayers have been forced to pay for the Kangaroo court Bob Mueller has spearhe... https://t.co/1G6IDmfLlr,0,None,3205,4928,-0.197222222,0.247222222
Abayomi Adisa,508833791,1/25/18 18:23,Trump threatens to pull aid to Palestinians if they don't pursue peace https://t.co/211qb6f2bp https://t.co/Vd8q28TWcD,0,None,394,92,0,0
iriskleinheisterkamp,7.96782E+17,1/25/18 18:23,"RT @Elastigirl2018: Do #PresidentMiller and #PresidentKelly know about this decisionTrump Says He Is Open to a Path to Citizenship for '...",51,PresidentMiller,431,540,0,0.5
AJ Stricker,430031199,1/25/18 18:23,"RT @TeaPainUSA: Trump loves to lie about ""Love.""Trump 2018: ""I would LOVE to interview with Bob Mueller.""Trump 2016: ""If I decide to ru...",1301,None,1443,4575,0.5,0.6
Louise V. Steffen,7.86672E+17,1/25/18 18:23,"RT @ARedPillReport: White House hands over 1.4 million pages of documents, 20+ staffers interviewed... https://t.co/9LjsXF3qK4",6,None,86,227,0,0
U.S. MEMBERS WAR ROOM,1357519957,1/25/18 18:23,"RT @US_WAR: WITH OVER 26,000 TWEETS IN SUPPORT OF PRESIDENT TRUMP. WITH OVER 57,000 RETWEETS AND MEMBERSHIP CONSISTING OF 67% WOMEN AND 33%...",30,None,52798,5626,0,0
Tom,109960811,1/25/18 18:23,Which means it's time for the MSM to unleash more fake news concerning President Trump. https://t.co/UoKdkWNnra,0,None,17663,16468,0,0.75
"Kanye_Trump,Esquire.",381276559,1/25/18 18:23,"RT @joshtpm: Good Lord. Latest from Fox/GOP is claims there's an FBI ""Secret Society"" working to overthrow President Trump. https://t.co/62...",788,None,2919,2730,0.266666667,0.733333333
chet hamby sr.,3030545658,1/25/18 18:23,"RT @cnsnews: Dow Grows 31% in Trump's First Year, Highest Gain Since FDR in 1933 - ... Please support CNSNews today! (a 501c3 non-profit pr...",22,None,1862,885,0.3125,0.333333333
Mom,30649844,1/25/18 18:23,"RT @jimsciutto: So: 1- GOP Senator says ""secret society"" text was a joke2- GOP-led DOJ says it is ""unaware"" of any FISA wrongdoing3- Miss...",123,None,1249,1665,-0.2,0.6
kevin tharp,33387618,1/25/18 18:23,@hannahlaneblack @JimCarrey No trump is far from nuts I say he's no politician he's all business and that's why he... https://t.co/2vqRZHECA4,0,None,243,580,0.1,1
Barracuda,9.50176E+17,1/25/18 18:23,@washingtonpost It means Trump won't admit to collusion.,0,None,7,97,0,0
Tali Arbel,17444935,1/25/18 18:23,"RT @mlcalderone: The byline strike stems from contract negotiations/pay issues, though comes on heels over staff pushback over controversia...",4,None,1467,1050,0,0
The Patriotic Indian,81046321,1/25/18 18:23,"RT @paulsperry_: Obama accused Trump of political espionage but it was Obama who engaged in political espionageFBI investigated Russia fo...",1306,None,404,327,0,0.1
victor rodriguez,19359393,1/25/18 18:23,RT @DiamondandSilk: It's a sad day in America when mayors fight hard to protect Illegal Aliens instead of protecting American Citizens. SAD...,1662,None,361,159,-0.358333333,0.608333333
Beck,8.51254E+17,1/25/18 18:23,RT @ArizonaKayte: JUDICIAL WATCH PRESIDENT Tells AG #Sessions To Direct US Marshals To Seize #FBI Evidence...If Sessions Doesn't Act...#Trump S...,643,Sessions,1864,1754,0.1,0.4
JustAnAmerican_Ÿ_¨_Ÿ_¨_Ÿ_¨_Ÿ_¨_Ÿ’__Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸,103732069,1/25/18 18:23,"RT @Glicklich_Facts: Number of Anti-Muslim groups in US increased three-fold since Trump launched his Presidential campaign, say experts ht...",1,None,4305,5001,0,0
Karoline Denisha #FBPE _Ÿ‡ª_Ÿ‡º,1119974425,1/25/18 18:23,@SafetyPinDaily @HalalKitty6 Will setting fire to Trump effigies be warm enough?,0,None,189,217,0.3,0.55
"Wait, Wait, WHAT??",2740350485,1/25/18 18:23,"RT @kylegriffin1: A growing number of Davos attendees are planning to walk out of Trump's speech at the World Economic Forum this Friday, s...",1277,None,383,866,0.2,0.2
